CODIGO_CLIENTE;NOME_CLIENTE;DATA_NASCIMENTO;IDADE_CLIENTE;DESCRICAO_ENDERECO;NUMERO_ENDERECO;NOME_CIDADE;NUMERO_TELEFONE;EMAIL_CLIENTE;OCUPACAO_CLIENTE
379;Dra. Gabriela Vieira;1981-08-25;42;Sítio Clara Carvalho;70;da Rosa;+55 (084) 3079 5926;freitasmurilo@silveira.com;Ginasta rítmica
380;Dra. Heloísa Azevedo;1980-04-22;43;Alameda Pinto;4;da Cruz;(071) 1025-7566;vcosta@da.com;Diarista
381;Dra. Isabella Barros;1970-08-26;53;Estrada Enrico Cardoso;8;Gomes;0800-347-1122;cardosobarbara@peixoto.br;Caixa
382;Dra. Isadora da Cruz;1972-11-25;51;Chácara de Nascimento;52;Viana;(041) 1171-3095;nviana@alves.br;Timoneiro
383;Dra. Kamilly Fogaça;1977-04-21;46;Trecho Ana Clara Moura;59;Ramos;(031) 1921-1988;da-motajulia@cardoso.com;Figurante
384;Dra. Larissa da Rosa;1979-10-15;44;Largo Ana Lívia Moraes;8;Teixeira do Norte;(031) 6892 1598;monteiroarthur@pereira.br;Caldeireiro
385;Dra. Laura Gomes;2000-08-26;23;Favela de Cardoso;9;da Mata de Duarte;+55 (061) 2818-9528;enzo-gabriel93@da.br;Protético dentário
386;Dra. Laís da Cruz;1997-05-16;26;Largo Murilo Campos;497;da Cunha Grande;41 5971 6939;limaana-vitoria@bol.com.br;Contatólogo
387;Dra. Lorena Azevedo;2003-10-19;20;Lago Francisco Dias;698;Cardoso Verde;(051) 1007 7606;claricemoraes@gmail.com;Arquivista
388;Dra. Luiza Jesus;1981-09-13;42;Praia de Nogueira;43;Costa Grande;41 4624-7627;laviniamelo@gmail.com;Artista de circo
389;Dra. Lívia da Luz;2003-09-02;20;Lagoa Rodrigues;74;Silva de Porto;+55 (084) 0815 9173;limacamila@da.br;Engenheiro de segurança do trabalho
390;Dra. Marcela Melo;2019-11-12;4;Praça de Porto;588;da Conceição do Campo;+55 84 9655-9203;gustavo-henrique14@araujo.br;Servente-de-obras
391;Dra. Marcela da Rocha;2000-04-02;23;Rodovia Freitas;53;Gonçalves;+55 (041) 2249 0793;hteixeira@bol.com.br;Marcador de luz
392;Dra. Marcela da Rosa;1972-09-30;51;Estrada Francisco Correia;93;Sales do Campo;+55 71 7047-2228;vitoralmeida@fogaca.com;Engenheiro de petróleo
393;Dra. Maria Cecília Alves;1996-07-27;27;Praia Lima;262;Dias da Serra;+55 71 9460-5750;diasmanuela@ig.com.br;Montador de negativos
394;Dra. Maria Fernanda Jesus;2003-10-16;20;Campo de da Costa;357;da Mata;31 9930 1936;joaquim97@uol.com.br;Catador de material reciclável
395;Dra. Marina Gomes;1986-10-12;37;Estação de Almeida;786;Costela do Oeste;71 1336-0197;leandro99@lopes.com;Economista
396;Dra. Melissa Costela;1980-10-23;43;Rua Fogaça;528;da Mata;(041) 4591 4981;xaraujo@bol.com.br;Faxineiro
397;Dra. Mirella Barbosa;2015-05-04;8;Trevo Rocha;18;Dias da Praia;(084) 2954 3511;clara24@ig.com.br;Caça-talentos/Olheiro
398;Dra. Mirella Lopes;2023-07-12;0;Estrada de da Paz;6;da Rocha;+55 41 3431-9282;ucavalcanti@correia.br;Lavador de veículos
399;Dra. Sofia Alves;2022-01-11;2;Residencial Ramos;36;Lopes de da Rosa;(061) 6809 5312;guilhermemoreira@silveira.br;Neurologista
400;Dra. Sophie da Costa;1978-05-31;45;Vale Henrique Rodrigues;18;Campos do Galho;+55 (071) 0330-3679;manuela68@costela.br;Psicomotricista
401;Eduarda Dias;1993-05-26;30;Recanto Amanda Duarte;34;Costela de Goiás;(081) 1746-6633;scavalcanti@da.com;Limpador de vidros
402;Eduarda Oliveira;2012-04-23;11;Trecho da Rocha;72;Almeida das Pedras;+55 (081) 6870-5384;kfogaca@yahoo.com.br;Consultor de moda
403;Eduarda Porto;1972-01-14;52;Feira Esther Cardoso;157;das Neves Alegre;81 9222-2049;yasminpeixoto@almeida.br;Jóquei
404;Eduarda da Luz;1986-01-09;38;Esplanada de Martins;6;Farias da Mata;+55 41 3233 7411;danilo09@da.br;Engenheiro agrícola
405;Eduardo Almeida;1970-10-14;53;Estação Esther Lopes;9;da Cunha da Praia;(084) 0990-0888;jcosta@vieira.com;Profissional de tecnologia de laticínios
406;Eduardo Ribeiro;1980-05-21;43;Favela Moura;24;Novaes do Sul;71 1939 2873;marcela59@yahoo.com.br;Desembargador de justiça
407;Eduardo Rocha;1994-08-19;29;Residencial de Barbosa;62;Dias;+55 61 6905-3512;luiz-otaviofarias@cardoso.net;Bóia-fria
408;Eduardo Vieira;1970-08-01;53;Esplanada de Lima;686;Carvalho do Norte;+55 51 8464 1924;sabrinabarros@costa.br;Penhorista
409;Eduardo da Luz;1978-05-18;45;Trevo Cavalcanti;29;Moreira de Gomes;84 3162-4970;da-rochaana-laura@santos.com;Esgrimista
410;Elisa Caldeira;1972-11-23;51;Residencial de Farias;460;da Rocha;21 5119-0657;fda-luz@hotmail.com;Reumatologista
411;Elisa Campos;1987-04-10;36;Sítio Renan Carvalho;1;Lopes de Castro;(084) 0867 8771;daniela21@hotmail.com;Tecnólogo em esporte e lazer
412;Elisa Correia;2002-02-26;21;Aeroporto Martins;85;Sales;(061) 1657-5175;bianca46@nascimento.br;Radialista
413;Elisa Duarte;1978-02-21;45;Pátio Pietro Teixeira;25;Nunes;+55 (081) 8527-9565;raquel72@novaes.br;Contramestre em transporte marítimo
414;Elisa Nunes;1997-09-05;26;Quadra Alexia Pires;28;Gonçalves da Prata;(011) 9794 0204;zfreitas@hotmail.com;Afiador de ferramentas
415;Elisa Rocha;1981-09-07;42;Fazenda de Costa;549;Silveira Alegre;(051) 1496-3241;julia63@yahoo.com.br;Ortoptista
416;Elisa da Paz;2002-12-13;21;Favela de Azevedo;1;Carvalho da Prata;+55 (011) 8874 1059;pietro41@yahoo.com.br;Mensageiro
417;Eloah Barros;2006-08-20;17;Favela Ferreira;15;Azevedo do Galho;61 5340 1577;barbaracostela@lopes.org;Pedreiro
418;Eloah Caldeira;1986-09-08;37;Vale de Dias;66;Ramos das Pedras;(031) 3873-7960;andreramos@cavalcanti.br;Ufólogo
419;Eloah Castro;2015-04-01;8;Travessa Fogaça;89;Cardoso;0800-551-0617;ccampos@uol.com.br;Psicomotricista
420;Eloah Castro;2015-11-17;8;Morro de Castro;47;Aragão;+55 (011) 0952 7530;da-cunhalarissa@cardoso.br;Contramestre em transporte marítimo
421;Eloah Martins;1994-12-12;29;Residencial Mariana Gonçalves;669;Santos Alegre;71 8402-8991;nataliaazevedo@uol.com.br;Atendente
422;Eloah Rezende;1979-11-22;44;Alameda de da Costa;819;da Cruz;(081) 6014-1611;da-mataemanuelly@pires.br;Auxiliar administrativo
423;Eloah Ribeiro;2006-12-14;17;Aeroporto de Campos;40;da Cunha;84 1864 6504;da-rochanoah@gmail.com;Cortador de cana-de-açucar
424;Eloah da Conceição;1977-10-10;46;Vila da Paz;5;Teixeira do Sul;61 1474-1025;moraesmarina@yahoo.com.br;Ufólogo
425;Emanuel Azevedo;2021-03-06;2;Fazenda de Novaes;74;Rocha do Galho;+55 31 2354-5489;santosfernando@da.com;Radiooperador de vôo
426;Emanuel Caldeira;2005-04-27;18;Distrito de Oliveira;635;Martins;+55 41 9698-6967;jvieira@castro.org;Ferramenteiro
427;Emanuel Santos;2007-04-18;16;Ladeira de Moraes;260;Correia de Campos;+55 81 7878-2592;rda-cruz@uol.com.br;Profissional de manutenção industrial
428;Emanuel da Cunha;2020-04-01;3;Viaduto Cunha;95;Caldeira;0900-727-0751;vcardoso@da.com;Modelista
429;Emanuella Farias;1988-12-27;35;Condomínio Emanuella Alves;8;Farias;(031) 0302 0420;yuriviana@gmail.com;Caldeireiro
430;Emanuella Melo;1973-08-19;50;Travessa Cardoso;6;da Mota de Nascimento;71 1344 1216;salesana-livia@gmail.com;Dublador
431;Emanuella Nunes;1982-08-06;41;Vereda de Lima;5;Ribeiro de Dias;(011) 3286-9826;pirespaulo@da.br;Atuário
432;Emanuella da Cunha;2000-11-29;23;Feira Eloah Aragão;4;Souza de Fernandes;(071) 0746 6164;malves@ig.com.br;Pedicure
433;Emanuelly Caldeira;2007-07-13;16;Praia Lopes;45;Ramos de Silva;+55 (084) 7434-5579;ybarbosa@yahoo.com.br;Personal stylist
434;Emanuelly Castro;1972-08-20;51;Travessa Mariane Silva;54;Gonçalves do Norte;81 4189-9191;luigi72@uol.com.br;Escoteiro
435;Emanuelly Farias;1981-10-18;42;Jardim de Ribeiro;37;Lima;+55 (021) 5854-9719;cavalcanticamila@bol.com.br;Recreador
436;Emanuelly Fogaça;1976-03-13;47;Chácara Martins;69;Barros das Flores;+55 51 3519 0514;fernanda79@da.com;Engenheiro ambiental
437;Emanuelly Fogaça;2004-06-03;19;Viaduto Maysa da Conceição;625;Nascimento de Farias;+55 31 3799 7910;barrosthomas@uol.com.br;Ventríloquo
438;Emanuelly Mendes;1988-05-11;35;Travessa de da Mota;7;Rocha;51 0098 9572;maria22@almeida.com;Coreógrafo
439;Emanuelly Mendes;2016-02-24;7;Distrito Evelyn Fogaça;6;Silva;61 9892-7691;juan49@fogaca.br;Gerente de vendas
440;Emanuelly Monteiro;1983-04-21;40;Esplanada de Viana;5;Jesus de Souza;+55 (021) 1527-9917;maria-vitoriarezende@pereira.com;Engenheiro agrícola
441;Emanuelly Nogueira;2010-09-19;13;Viela de Almeida;8;Ramos;84 8474-9610;isis69@ig.com.br;Marceneiro
442;Emanuelly Pinto;1986-10-27;37;Parque Ferreira;57;Oliveira do Oeste;0800 627 2481;vieiraana-julia@uol.com.br;Assessor de imprensa
443;Emanuelly Pires;1992-12-25;31;Núcleo Mendes;716;Sales;0800-154-3622;da-rochadiogo@fernandes.org;Biotecnólogo
444;Emilly Caldeira;1991-03-18;32;Aeroporto Jesus;12;Lopes de Goiás;+55 (021) 5141-1362;barbosabruno@yahoo.com.br;Guarda ou policial rodoviário
445;Emilly Caldeira;2016-06-21;7;Fazenda Jesus;94;Campos da Praia;+55 11 0753 2931;ccorreia@duarte.com;Triatleta
446;Emilly Novaes;1997-01-10;27;Sítio de da Luz;200;da Rocha Verde;+55 (071) 9135 7445;isis67@nogueira.com;Engenheiro de produto ou produção
447;Emilly Nunes;1973-12-10;50;Morro Costela;69;Moraes do Norte;+55 (071) 1946-6079;cavalcantifernanda@martins.com;Prefeito
448;Emilly Pereira;2001-03-16;22;Setor Enzo Gabriel Rodrigues;87;Melo;+55 (061) 8361-4591;rebecacavalcanti@cunha.org;Engenheiro de minas
449;Enrico Caldeira;1972-06-25;51;Favela de Viana;80;Correia da Prata;21 9722 1614;gomeslarissa@cunha.br;Dermatologista
450;Enrico Cardoso;2019-04-04;4;Residencial de Duarte;60;Duarte do Norte;61 6889 6175;ooliveira@gmail.com;Meteorologista
451;Enrico Gomes;2000-09-22;23;Trecho Thiago Campos;23;Cunha;+55 (011) 4994 0320;cardosoagatha@uol.com.br;Mensageiro
452;Enrico Moura;2020-04-12;3;Passarela Costela;7;Castro;71 1662 5051;zda-luz@pires.org;Astronauta
453;Enrico Nogueira;1979-09-24;44;Travessa Novaes;7;Correia de Azevedo;+55 (021) 4175 6890;portojoao-miguel@da.com;Mecanógrafo
454;Enrico Viana;2021-12-11;2;Área Kaique Almeida;12;Fernandes do Campo;71 2997 6992;da-cunhanoah@uol.com.br;Oculista
455;Enrico da Luz;1986-08-14;37;Praça de da Mota;67;da Paz de Ribeiro;+55 (071) 5494-0337;bernardo51@lopes.org;Recreador
456;Enzo Cavalcanti;1998-07-14;25;Favela Leandro da Conceição;66;Cunha;0900 408 6918;matheusrodrigues@da.com;Lamboteiro
457;Enzo Gabriel Almeida;2002-06-06;21;Ladeira da Mota;96;Silveira;81 7475-2153;elisafernandes@ferreira.com;Atleta de arremesso de peso
458;Enzo Gabriel Aragão;1974-09-25;49;Praça Correia;112;da Conceição;(031) 7006 6377;paraujo@gmail.com;Dedetizador
459;Enzo Gabriel Cunha;1986-01-30;38;Esplanada da Mata;88;Correia;+55 11 3836 0921;levi94@hotmail.com;Cerimonialista
460;Enzo Gabriel Pinto;1989-11-11;34;Avenida de Silva;92;Teixeira;+55 31 0965 2640;almeidajoao-miguel@porto.com;Taxista
461;Enzo Gabriel da Conceição;1991-08-24;32;Colônia Castro;130;Silva de Rezende;+55 31 1712-6480;nunesjuan@da.com;Armador
462;Enzo Peixoto;2018-06-08;5;Vila Moura;70;Melo da Prata;81 1957-8132;ysilveira@yahoo.com.br;Musicoterapeuta
463;Enzo Rocha;1971-07-06;52;Passarela de Fogaça;69;Nunes da Prata;(071) 8054-4815;pereiracatarina@barros.net;Compositor
464;Erick Azevedo;2011-10-16;12;Fazenda de Sales;3;Santos das Pedras;51 8055 7925;maria-cecilia57@goncalves.br;Cirurgião dentista
465;Erick Moraes;2008-08-08;15;Condomínio Oliveira;36;Alves;(071) 4482 9878;isabelsales@gmail.com;Radialista programador
466;Erick Nascimento;1993-11-15;30;Passarela de Nogueira;88;Melo do Amparo;11 6637-0557;barbosajoao-pedro@pinto.br;Fonoaudiólogo
467;Erick Pereira;2012-12-05;11;Alameda Samuel Moraes;77;Costa;(011) 5601 6687;gabriela11@freitas.org;Viveirista
468;Erick Sales;1971-12-04;52;Colônia de Campos;11;Cardoso;+55 81 0628 0133;novaesarthur@hotmail.com;Bancário
469;Erick da Costa;1979-05-09;44;Recanto Silveira;877;Cardoso de Ribeiro;+55 11 0013 4213;sophia20@da.br;Produtor fonográfico
470;Erick da Rosa;1987-03-03;36;Distrito Moraes;8;Costela;(081) 8731-2215;enzo-gabrielsantos@vieira.com;Comprador
471;Esther Freitas;2005-06-18;18;Trevo de Sales;234;Pinto do Norte;71 6243 0087;alanada-cruz@sales.org;Arquivista
472;Esther Gomes;1993-10-19;30;Largo de Porto;15;Costela Verde;+55 (041) 9536-0756;klima@peixoto.net;Musicoterapeuta
473;Esther Moreira;1989-07-02;34;Passarela de Ramos;670;Cunha de Souza;+55 (041) 1942 7276;ana-livia90@costela.com;Consultor de moda
474;Esther Pinto;1981-02-17;42;Trecho de Barros;13;Caldeira Paulista;(031) 4682 9809;salesbruna@ig.com.br;Geólogo
475;Esther Souza;1974-06-13;49;Ladeira de Souza;19;Araújo;31 6358-2731;joaoda-conceicao@campos.org;Naturólogo
476;Esther Vieira;1998-08-22;25;Parque Valentina Ferreira;237;Rodrigues da Prata;31 0162 8624;vianapedro@farias.com;Acompanhante
477;Esther da Cruz;2001-01-19;23;Vereda de Pinto;15;Castro Verde;+55 41 7978 2190;leticia20@hotmail.com;Ciclista
478;Esther da Luz;2005-04-30;18;Setor Rodrigues;36;da Costa;+55 21 8185 9502;enzo-gabrielrezende@cardoso.com;Barbeiro
479;Evelyn Alves;2012-12-21;11;Área de Moreira;79;Araújo da Serra;(031) 6302-0702;duartecalebe@farias.net;Cinegrafista
480;Evelyn Costela;1977-12-07;46;Recanto de da Rocha;10;da Mata;0800 760 0119;oliviada-cunha@pinto.org;Assistente social
481;Evelyn Gomes;2003-07-31;20;Travessa Marina Fogaça;22;Caldeira de Correia;+55 51 6837 9765;laisdias@ig.com.br;Deputado
482;Evelyn Lopes;2020-01-18;4;Recanto de Lopes;16;Farias Grande;0800-665-1898;qdas-neves@almeida.net;Leiloeiro
483;Evelyn Melo;2002-04-01;21;Colônia Moraes;5;Ferreira;41 6850 4730;pintoemanuella@teixeira.com;Velejador
484;Evelyn Peixoto;1994-05-27;29;Vila Rocha;42;da Conceição do Sul;11 6434-0374;barbosaana-clara@bol.com.br;Técnico tributarista
485;Felipe Correia;1999-01-27;25;Área de Nascimento;438;Nogueira;(084) 7877-5671;fernandesmaria-luiza@gmail.com;Imunologista
486;Felipe Freitas;1979-06-03;44;Esplanada Lívia Almeida;317;Alves das Pedras;+55 (021) 1171-8746;emilly95@ribeiro.com;Promotor de vendas
487;Felipe Freitas;1989-02-27;34;Condomínio Vitor Hugo Cavalcanti;2;Lima do Amparo;0800-521-5315;theo96@da.org;Tenente
488;Felipe Sales;1982-12-31;41;Estação Freitas;456;Ribeiro de Goiás;+55 (031) 4791 0470;moreirapedro-miguel@teixeira.br;Paramédico
489;Felipe das Neves;1988-06-22;35;Aeroporto Nicolas Fernandes;93;Rezende dos Dourados;(084) 0316-0047;pedro-henrique59@hotmail.com;Hostess
490;Fernanda Araújo;1993-05-21;30;Sítio Nunes;655;Costa de Lopes;71 8840-2683;davi-luccapinto@lopes.br;Figurinista
491;Fernanda Cardoso;1971-06-28;52;Estrada de Moraes;3;Oliveira das Flores;+55 (031) 0419 3022;ucunha@das.net;Armeiro
492;Fernanda Monteiro;2001-08-28;22;Travessa de Cardoso;8;Farias das Flores;+55 61 1418 2391;zcunha@silva.com;Leiteiro
493;Fernanda Moraes;1972-07-30;51;Rodovia Laura Pires;3;da Conceição;(011) 9066-7509;da-motarafaela@porto.br;Quadrinista
494;Fernando Barbosa;2016-10-03;7;Estação Moura;74;Santos;+55 (081) 3996-0067;gfernandes@ig.com.br;Prático
495;Fernando Moraes;1989-02-17;34;Residencial Melissa Nascimento;37;Lima;+55 84 4040-9386;caua81@costela.org;Ortopedista
496;Fernando Silva;1993-01-30;30;Condomínio Oliveira;17;Fogaça;(031) 6604-8716;lunarodrigues@melo.com;Consultor de radiestesia
497;Francisco Caldeira;1982-05-30;41;Lago de Dias;5;da Luz Verde;+55 (071) 6921 4963;vitor75@da.br;Policial militar
498;Francisco Fernandes;1989-06-06;34;Setor Silveira;28;Jesus;+55 (071) 0938-2000;fernandesluna@moura.br;Cantor
499;Francisco Monteiro;2014-09-29;9;Viela Guilherme Barbosa;74;Teixeira;+55 (031) 2601-0525;erickjesus@ig.com.br;Músico
500;Francisco Moraes;2009-02-18;14;Ladeira Davi Caldeira;27;Gonçalves;+55 51 5601 1905;zrodrigues@moraes.com;Compositor
501;Francisco Rodrigues;1991-06-06;32;Campo Gomes;832;Mendes;+55 84 1440-7664;mouraigor@gmail.com;Desenhista
502;Francisco Rodrigues;1998-09-14;25;Feira Teixeira;47;das Neves;(011) 6311-4135;diasaugusto@yahoo.com.br;Engenheiro de produção agroindustrial
503;Francisco Santos;2007-02-02;16;Conjunto Moreira;56;Castro;(031) 3016-1238;vitor-gabrielnogueira@hotmail.com;Profissional de manutenção industrial
504;Francisco Silva;2008-07-02;15;Lagoa Peixoto;85;Aragão de Cunha;(084) 1269 3713;sarah40@lopes.br;Massagista
505;Francisco da Conceição;1996-08-30;27;Esplanada Luigi Cardoso;16;Mendes;0800-970-6035;barrosmaysa@hotmail.com;Continuista
506;Francisco da Mota;1974-05-05;49;Conjunto da Cruz;90;Nunes;+55 (061) 5345-2711;fogacaalexia@da.org;Capataz
507;Francisco da Mota;2023-12-22;0;Passarela de Rocha;43;da Rocha;+55 (021) 9805 0557;francisco13@gmail.com;Lutador de luta livre
508;Gabriel Peixoto;1993-12-25;30;Favela de Nogueira;487;Melo Alegre;61 7165 1865;samuelpires@bol.com.br;Secretária
509;Gabriel Viana;2013-11-15;10;Viaduto de Pires;27;Pereira do Galho;0900 248 7990;vinicius23@yahoo.com.br;Tecnólogo em silvicultura
510;Gabriel da Mota;2023-05-23;0;Lagoa de Rocha;40;Cavalcanti;+55 81 7586 8715;isabellycavalcanti@ig.com.br;Meteorologista
511;Gabriela Caldeira;1982-01-28;42;Lago de Lopes;856;Carvalho das Pedras;81 2505 7646;carolinacaldeira@bol.com.br;Oceanógrafo
512;Gabriela Carvalho;1972-08-28;51;Praia de Carvalho;2;da Rocha;0300 104 8426;agathada-conceicao@novaes.org;Engenheiro acústico
513;Gabriela Carvalho;1976-07-03;47;Viaduto da Luz;8;Nogueira dos Dourados;(041) 0447-2139;monteiroerick@yahoo.com.br;Neurologista
514;Gabriela Freitas;2006-05-23;17;Passarela Costela;31;da Rocha;+55 (071) 3023-5671;evelyn64@rezende.com;Nefrologista
515;Gabriela Ribeiro;1980-07-31;43;Trecho Luiz Felipe Moreira;8;Rezende de Porto;+55 (031) 8261-9099;daviazevedo@silveira.org;Dublador
516;Gabriela da Cruz;1989-11-22;34;Alameda de da Rocha;24;Moura do Amparo;+55 (061) 7632-1913;zda-mota@bol.com.br;Profissional de áudio
517;Gabrielly Barros;1989-05-27;34;Estrada de da Cruz;69;Campos da Mata;+55 81 6057 1380;laurada-mata@bol.com.br;Armador
518;Gabrielly Costa;1973-03-15;50;Praia Nogueira;90;Teixeira de das Neves;(081) 4968-4637;souzaelisa@gomes.com;Almoxarife
519;Gabrielly Freitas;1991-05-31;32;Favela Igor Farias;19;Barros;(061) 9451 2068;caldeiraclarice@gmail.com;Administrador
520;Gabrielly Gomes;2014-07-18;9;Trecho Samuel Souza;3;Costa;0500 190 6205;imonteiro@pires.com;Engenheiro elétrico
521;Gabrielly Martins;1981-07-31;42;Vila de Alves;55;Santos;0300 213 5403;azevedobruno@lopes.br;Traumatologista
522;Gabrielly Moreira;1982-09-26;41;Parque Ramos;7;Cardoso de Ferreira;84 0794 0520;bcostela@gmail.com;Agente penitenciário
523;Gabrielly Pinto;1994-09-03;29;Rodovia Ferreira;58;Ramos;+55 61 9105 1834;moraesclarice@uol.com.br;Coronel
524;Gabrielly Pinto;1988-09-23;35;Recanto de Ramos;83;Rodrigues de Gonçalves;41 5250-2025;da-rochavitor@yahoo.com.br;Químico farmacêutico
525;Gabrielly da Conceição;1976-05-17;47;Rodovia de Ramos;30;Pinto da Prata;84 3880 4419;cgomes@hotmail.com;Engenheiro agrônomo
526;Giovanna Moraes;1977-10-11;46;Praia de Caldeira;47;Rocha de da Rosa;+55 11 1198-6042;matheus32@monteiro.org;Subprefeito
527;Giovanna Moura;2018-06-26;5;Estrada Fernando Barbosa;715;Mendes;+55 31 8190-9944;souzacatarina@barbosa.com;Comissário de bordo
528;Giovanna Rezende;1992-05-14;31;Praça Silva;567;Sales de Barbosa;+55 51 0035 4056;maria12@farias.com;Espeleologista
529;Giovanna Viana;2021-11-28;2;Loteamento Campos;59;Gonçalves da Mata;(041) 9933 8875;lsales@ig.com.br;Auxiliar de reprografia
530;Guilherme Campos;1996-05-11;27;Jardim Benício Costa;4;Campos da Prata;+55 (011) 8422-0997;rodriguesdavi@viana.br;Servente-de-obras
531;Guilherme Lima;2002-09-12;21;Condomínio Sales;84;da Conceição Grande;(031) 5067 7532;ffreitas@farias.net;Operador de telemarketing
532;Guilherme da Cunha;2009-09-18;14;Lagoa Porto;93;Barbosa;11 1870-1359;raquelcardoso@peixoto.br;Personal stylist
533;Gustavo Freitas;1987-02-07;36;Viela Natália Oliveira;19;Alves de Goiás;+55 51 3371 0972;silvaluna@santos.br;Feirante
534;Gustavo Henrique Alves;2005-04-24;18;Área Campos;22;Pires Paulista;+55 11 6907-0689;pietramelo@pires.com;Sexólogo
535;Gustavo Henrique Aragão;1978-07-20;45;Lagoa de Carvalho;85;Cardoso de Goiás;(051) 1572 2758;ana-livia41@ig.com.br;Guarda roupeiro
536;Gustavo Henrique Caldeira;1980-12-31;43;Trevo de da Costa;11;Peixoto Verde;+55 (031) 8786 9605;barbaracarvalho@uol.com.br;Jogador de badminton
537;Gustavo Henrique Carvalho;2016-11-07;7;Vila Maria Clara Santos;26;da Luz;81 2393-0567;bsilveira@bol.com.br;Office-boy
538;Gustavo Henrique Fogaça;1992-08-19;31;Fazenda de Ramos;74;Silveira;0800 764 0758;aragaojoao-felipe@ramos.org;Artista de circo
539;Gustavo Henrique Jesus;1974-12-23;49;Vereda da Mota;80;Araújo do Amparo;41 0332 3600;ferreiramaria-julia@ig.com.br;Nutrologista
540;Gustavo Henrique Oliveira;2014-10-29;9;Vale de Porto;13;Moura;(071) 7088 8197;esther77@gmail.com;Necromaquiador
541;Gustavo Henrique Pires;1980-12-27;43;Colônia de Freitas;14;Campos Verde;0300-792-1985;uaragao@peixoto.br;Relações públicas
542;Gustavo Mendes;2015-07-24;8;Favela Oliveira;11;Nogueira;+55 11 3397 5277;xcostela@azevedo.br;Mecânico
543;Gustavo Porto;2010-05-21;13;Parque Dias;1;Nunes;71 8492-7914;qdas-neves@cardoso.net;Impressor
544;Gustavo Sales;1979-07-19;44;Sítio de da Mota;57;Carvalho;(084) 7198 4562;fcunha@da.com;Recepcionista
545;Gustavo da Cruz;2019-12-27;4;Viaduto de da Cunha;86;Rodrigues;51 5879 0774;portoisaac@gmail.com;Saxofonista
546;Gustavo da Rosa;1994-04-07;29;Vereda Cavalcanti;52;Dias da Praia;+55 (011) 2229-0986;caioda-rosa@viana.com;Lamboteiro
547;Heitor Barbosa;2016-05-24;7;Alameda Teixeira;753;Gonçalves;+55 (084) 0801-3035;zda-rosa@bol.com.br;Físico nuclear
548;Heitor Lima;2013-05-11;10;Ladeira de Ribeiro;44;Lima Paulista;41 5448-0461;diasjoao-miguel@lopes.net;Embaixador
549;Heitor Nunes;2016-04-12;7;Lagoa Laís Rocha;60;Pires dos Dourados;+55 41 0354 4742;cunhaana-laura@da.br;Diagramador
550;Heitor Peixoto;1987-05-26;36;Viaduto de Costa;251;Costa;51 3656 1044;silvapedro-lucas@souza.br;Fundidor
551;Heitor Rodrigues;2010-05-24;13;Setor da Paz;58;Mendes Verde;+55 (081) 9541 6586;monteiromarcela@yahoo.com.br;Engenheiro de supply chain ou logística
552;Heitor Vieira;1980-08-15;43;Aeroporto Viana;9;Costela;+55 (011) 7365 3012;omoraes@pinto.org;Capoeirista
553;Heitor da Costa;1990-01-11;34;Avenida Gomes;9;Porto de Ribeiro;+55 71 1878-0418;caueteixeira@nascimento.com;Motorista
554;Heitor da Cruz;1975-04-14;48;Rua das Neves;9;Teixeira da Serra;+55 (011) 2610 5588;hcardoso@gmail.com;Contra regra
555;Helena Fogaça;2002-02-15;21;Jardim Gonçalves;964;Martins;0500 793 6242;laura34@barros.com;Engenheiro de som
556;Helena Melo;2005-04-04;18;Feira Barbosa;84;Pires da Serra;+55 31 1341-1373;maria-vitoria86@bol.com.br;Consultor de radiestesia
557;Helena Ribeiro;1977-10-23;46;Vale Bryan Gonçalves;829;Peixoto de Nunes;41 4872 7772;rafael31@monteiro.com;Personal trainer
558;Helena Ribeiro;1971-08-30;52;Loteamento de Caldeira;27;Souza;+55 61 2202-1079;mendesana-vitoria@rodrigues.br;Ginecologista
559;Helena Viana;2013-11-06;10;Conjunto Almeida;4;Monteiro de Araújo;0500-744-3742;diassophie@rezende.br;Enfermeiro
560;Helena da Costa;1988-12-18;35;Viela Enzo Costa;6;Cardoso da Serra;21 9418 6486;julia56@bol.com.br;Frentista
561;Heloísa Almeida;1979-12-12;44;Vale de Lopes;3;Jesus;61 3112 8492;novaesana-sophia@gmail.com;Editor
562;Heloísa Aragão;1975-08-11;48;Núcleo Clara Farias;5;da Rosa Paulista;84 1722 2125;maria-cecilia03@da.com;Jogador de tênis de mesa
563;Heloísa Farias;2002-08-07;21;Vereda Moraes;83;Araújo;11 2462-7655;fariasemanuella@gmail.com;Cobrador de ônibus
564;Heloísa Jesus;2021-04-19;2;Feira de Barros;64;Nogueira;(011) 5192-3572;araujobianca@yahoo.com.br;Pescador
565;Heloísa Lima;1979-02-20;44;Núcleo de Costa;72;Nunes;+55 (031) 9750 1688;julianarodrigues@jesus.com;Oculista
566;Heloísa Novaes;1985-04-01;38;Vale de Nogueira;67;Duarte de Goiás;51 5639 0422;catarinacunha@uol.com.br;Capataz
567;Heloísa Ribeiro;1990-03-24;33;Rua de Barros;337;Farias de Rodrigues;(061) 3301-9658;dcunha@hotmail.com;Conferente de recebimento
568;Heloísa da Rosa;1990-09-28;33;Travessa Kamilly da Luz;9;Peixoto da Praia;0500 423 6115;caua95@melo.org;Jogador de golfe
